TaxID	NAME	GOTTCHA	GOTTCHA2	BWA	KRAKEN2	METAPHLAN2	PANGIA	DIAMOND	CENTRIFUGE	
696867	Salmonella enterica subsp. enterica serovar Enteritidis str. 18569			v	v	v			v
2582636	Streptococcus sp. 5346							v	
1224164	Corynebacterium vitaeruminis DSM 20294			v	v		v		v
673836	Enterococcus phage phiFL2B			v					
2571141	Streptomyces sp. NEAU-C40							v	
1256201	Lacticaseibacillus paracasei subsp. paracasei Lpp123					v			
1144273	Anaerophaga thermohalophila str. Valhall					v			
2500543	Salmonella sp. SSDFZ69				v			v	v
10406	Ground squirrel hepatitis virus	v		v	v	v	v	v	v
2617942	unclassified Viridibacillus							v	
158372	Penicillium chrysogenum virus	v		v	v	v	v	v	v
13192	Pemphigus		v						
1837867	Escherichia phage UFV-AREG1			v	v		v	v	v
2016053	Acinetobacter phage vB_ApiP_P2				v				v
100134	Anaerocolumna xylanovorans							v	
1980431	Raspberry leaf blotch emaravirus			v	v		v	v	v
12268	Carnation ringspot virus	v	v	v	v	v	v	v	v
2301528					v				
2161880	Coconut foliar decay alphasatellite 7				v				v
2163636	Xanthomonas phage Carpasina				v				
707388	Norovirus Hu/GII-4/Aichi3/2007/JP			v					
3017	Acinetospora		v						
54291	Raoultella ornithinolytica			v	v			v	v
271156	Flavobacterium weaverense							v	
1307832	Tannerella forsythia 3313			v	v				v
333753	human papillomavirus 57			v					
2740297	Martelella sp. NC18				v				
1883	Streptomyces		v					v	
1249662	Burkholderia thailandensis E444			v	v				v
1608858	Staphylococcus sp. HMSC34C02							v	
46958	Vancouveria		v						
48540	Babanki virus			v					
2487414	Streptomyces sp. WAC08452							v	
290174	Aquimarina							v	
4832			v						
2283303	Streptomyces phage Karimac				v				
1685931	Azospirillum sp. Sp 7							v	
2766011	Rhodococcus sp. NKCM2511							v	
272239	Gulosibacter bifidus							v	
1307414	Vibrio injenensis							v	
1395974	Tardiphaga							v	
1110514	Dicentrarchus labrax betanodavirus			v					
1167009	Aggregatibacter actinomycetemcomitans serotype b str. SCC4092					v			
95607	Rhodopseudomonas sp. B29					v		v	
68254	Streptomyces phaeofaciens							v	
2267229	Ruegeria sp. A3M17							v	
1156940	Xanthomonas citri pv. mangiferaeindicae LMG 941					v			
1913125	Cowpea polerovirus 2			v	v		v	v	v
1291809	Norovirus Hu/GII/10101/2009/VNM			v					
1032475	Marine group II euryarchaeote SCGC AAA288-C18					v			
574987	Gluconobacter sphaericus				v				
1190580	Neisseria meningitidis NM3230					v			
2282309	Leclercia sp. W17				v			v	v
2773454	Marinomonas algicola				v			v	
2478912	Commensalibacter sp. AMU001				v				v
3977	Euphorbiaceae		v						
134537	Paraburkholderia fungorum			v	v			v	v
2560719	Salinibacter virus M1EM1				v				
4282	Cornus canadensis		v						
2840174	Rhodococcus erythropolis group							v	
1089116	Mycobacterium virus Billknuckles	v		v	v		v	v	v
2589904	Mesorhizobium sp. B2-8-4							v	
2591010	Vibrio sp. 1-2 (7-a)							v	
1255310	Erwinia amylovora MR1					v			
709883	Micromonospora zamorensis				v			v	
2559925	Enterococcus dongliensis							v	
1122202	Marinobacterium rhizophilum DSM 18822					v			
72174	Citromicrobium bathyomarinum							v	
1196165	Listeria monocytogenes serotype 1/2a str. 10-0812			v	v				v
313367	Jannaschia seosinensis							v	
649747	Aneurinibacillus aneurinilyticus ATCC 12856					v			
20157			v						
1923676	Wenzhou tombus-like virus 6			v	v		v	v	v
2738468	Salinivibrio sp. EAGSL							v	
1232445	Clostridiales bacterium VE202-16							v	
1291845	Norovirus Hu/GII/20198/2009/VNM			v					
2619133	unclassified Chitinophaga							v	
12892	Potato spindle tuber viroid		v		v				v
707396	Norovirus Hu/GII-4/Akita2/2008/JP			v					
2755039	Devosia faecipullorum							v	
1655018	Propionibacterium phage Pirate			v	v		v	v	v
1923431	Shahe narna-like virus 3			v	v		v	v	v
45419	Plasmid pFA6				v			v	
2478970	Escherichia sp. E10V10							v	
9894	Giraffa camelopardalis		v						
546955	Norovirus Hu/GII-4/Hokkaido5/2006/JP			v					
2590015	Shewanella sp. SNU WT4				v				v
1483485	Ralstonia phage RS138			v	v		v	v	v
2698864	Proteus sp. G4441							v	
1715162	Staphylococcus sp. HMSC077G12							v	
7332			v						
672190	Streptococcus suis 05HAS68			v	v	v			v
1712572	Yogue virus			v	v		v	v	v
1176240	Halomonas zhaodongensis							v	
165694	Bartonella schoenbuchensis							v	
2847073	Escherichia phage fd			v			v	v	v
138647	Poinsettia branch-inducing phytoplasma							v	
1141657	Nocardia vulneris							v	
1334564	Serratia marcescens SM39			v	v				v
1521028	Human adenovirus 21a			v					
344612	Aspergillus clavatus NRRL 1					v			
1173022	Crinalium epipsammum PCC 9333	v		v	v	v	v		v
1324934	Myroides xuanwuensis							v	
83558	Chlamydia pneumoniae			v	v			v	v
991904	Polymorphum gilvum							v	
2496836	Streptomyces cyaneochromogenes				v			v	v
1827481	Enterobacter sp. ODB01			v	v			v	v
114882	Mycoplasma elephantis							v	
1446792	Bacillus sp. Pc3			v	v			v	v
239242	SARS coronavirus CUHK-AG02			v					
1926969	Bivalve RNA virus G3			v	v		v	v	v
64969	Oceanospirillum multiglobuliferum							v	
22454			v						
1211281	Mycobacterium virus Arturo				v				v
14996			v						
16640			v						
1412587	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090195				v				
1546149	Diaphorobacter polyhydroxybutyrativorans			v	v		v	v	v
1229726	Gramella flava JLT2011			v	v		v		v
2006685	Hymenobacter amundsenii							v	
337090	Chlorobium chlorochromatii							v	
213769	Lactococcus virus 712				v				
2053603	Klebsiella phage Sugarland				v				v
1125977	Pseudomonas sp. PAMC 25886					v		v	
1678082	Pseudomonas phage KPP21			v	v		v	v	v
24352			v						
7608	Marthasterias		v						
2049453	Mycobacterium sp. MFM001							v	
1608957	Euzebya pacifica				v				v
1922676	Beihai sipunculid worm virus 4			v	v		v	v	v
754189	Parvovirus YX-2010/CHN				v		v		v
1163668	Ocozocoautla de Espinosa virus			v					
2303160	Phytophthora infestans RNA virus 2				v				v
463	Fluoribacter dumoffii							v	
203522	Longispora							v	
180399	Melon chlorotic mosaic virus	v		v	v	v	v	v	v
8379			v						
2653141	Exiguobacterium sp. 9Y							v	
2751286	Exiguobacterium sp. s155							v	
231454	Dyella							v	
509170	Acinetobacter baumannii SDF					v			
31238			v						
36542	Plasmid pE5				v			v	
1630172	Bifidobacterium hapali							v	
754182	Squash leaf curl China virus-[Varanasi:Pumpkin:08]			v					
1408320	Lachnospiraceae bacterium AC2014							v	
1291318	Leptospira interrogans serovar Copenhageni str. 2002009669					v			
1342299	Sulfitobacter geojensis							v	
19339			v						
2618356	unclassified Amycolatopsis							v	
58169	Rahnella inusitata				v			v	
10717	Bacillus phage phi105	v		v	v	v	v	v	v
1858794	Mycobacterium talmoniae							v	
180586	Casphalia extranea densovirus	v		v	v	v	v	v	v
1331671	Pseudomonas putida H8234	v		v	v	v			v
11921	Feline leukemia provirus (clone CFE-16)		v						
1871708	Enterobacter phage KNP3				v				
1848703	Ochrobactrum sp. MYb29							v	
150121	Agreia pratensis							v	
1458855	Listeria phage LP-083-2	v		v	v		v	v	v
1402723	Staphylococcus aureus M1222						v		
56458	Xanthomonas sacchari			v	v		v	v	v
2502247	Sphingopyxis sp. L1A2A							v	
1981685	Pseudomonas sp. R37(2017)							v	
1736355	Rhizobium sp. Leaf371							v	
1263547	Oscillibacter ruminantium							v	
1035662	Bdellovibrio phage phi1402	v		v	v	v	v	v	v
1630141	Candidatus Nitrosoglobus terrae			v	v				v
2792038	Salinibacterium sp. NK8237							v	
462949	Novosphingobium indicum							v	
47421	Hydrogenophaga pseudoflava				v			v	v
8473	Chelydridae		v						
2512219	Kribbella sp. VKM Ac-2568							v	
18838			v						
2163984	Pseudomonas phage Nerthus				v				
1855289	Duganella sp. CF402							v	
561177	Anaerococcus hydrogenalis DSM 7454					v			
1503054	Burkholderia stagnalis			v	v			v	v
340018	Norovirus Bo/Newbury2/1976/UK			v					
1077947	Pseudorhodobacter antarcticus							v	
2713282	Salmonella phage birk				v				
1500843					v			v	
703222	Kibdelosporangium sp. MJ126-NF4							v	
1647458	Salmonella phage SEN22			v	v		v	v	v
1193018	Leptospira interrogans serovar Grippotyphosa str. Andaman					v			
18429			v						
1814958	Streptococcus virus 9872			v	v		v	v	v
2742610	Psychrobacter sp. FME60							v	
2425	Teredinibacter							v	
20310			v						
2768069	Streptomyces sp. CRXT-Y-14				v				
2560722	Salinibacter virus SRUTV1				v				
2861750	Amycolatopsis sp. TNS106							v	
1703	Brevibacterium linens		v	v	v		v	v	v
22564			v						
389214	Ranid herpesvirus 2	v		v	v	v	v	v	v
1923422	Shahe isopoda virus 2			v	v		v	v	v
2053813	Streptomyces phage Immanuel3				v				
1844756	Dehalobacter sp. MCB1							v	
11485			v						
1586708	Pandoraea sp. ISTKB							v	
1123865	SAR86 cluster bacterium SAR86D					v			
1235789	Parabacteroides goldsteinii dnLKV18					v			
18111			v						
1172								v	
1071079	Bacillus sp. SB47							v	
1660349	Kocuria sp. SM24M-10							v	
2528011	Planctomycetes bacterium Pla133								v
135621	Pseudomonadaceae							v	
29488	Photorhabdus luminescens							v	
405535	Bacillus cereus AH820	v		v	v	v	v		v
655813	Streptococcus oralis ATCC 35037				v				v
1678145	Orthohepevirus C			v					
2100116	Vibrio echinoideorum							v	
713612	Rhodococcus sp. Chr-9							v	
747056	Blueberry shock virus	v		v	v	v	v	v	v
4397	Hamamelis virginiana		v						
1581121	Corynebacterium sp. HMSC06C06							v	
2649013	unclassified Cryobacterium							v	
2292229	Coprobacillus sp. AF18-40							v	
1834133	Mycobacterium sp. E2462							v	
1776109	Goose dicistrovirus			v	v		v	v	v
100886	Catenibacterium mitsuokai							v	
1974209	Rhodohalobacter							v	
21008			v						
1254432	Sorangium cellulosum So0157-2	v		v	v	v			v
19513			v						
25242			v						
1032895	Mycobacterium phage Timshel				v				v
626930	Bacteroides fluxus							v	
933264	Acinetobacter baumannii UMB002					v			
1389004	Sulfitobacter sp. SK011				v				v
873513	Prevotella buccae ATCC 33574					v			
1277886	Bacillus phage BPS10C	v		v	v		v	v	v
1504569	Fox fecal rhabdovirus			v	v		v	v	v
282669	Psychrobacter cibarius							v	
687384	Torque teno felis virus	v		v	v		v	v	v
18147			v						
463727	Murine norovirus GV/CR15/2005/USA			v					
1903178	Vibrio sp. 10N.222.47.A9							v	
1922698	Beihai sobemo-like virus 26			v	v		v	v	v
1189611	Nitratireductor aquibiodomus RA22					v			
1660076	Campylobacter sp. RM12175			v	v			v	v
2108121	Mycobacterium phage Adonis				v				
1123239	Salsuginibacillus kocurii DSM 18087					v			
1162557	Chickpea yellows virus				v		v		v
1498638	Norovirus Hu/GII.4/Toyama1/2009/JP			v					
2652415	Gordonia phage Tanis				v				
1051143	Mycobacterium virus JAWS				v				v
1004810	Rotavirus A human/Victoria/CK00020/2005/G1P[8]			v					
2033	Microbacterium testaceum							v	
10963	Rabbit rotavirus			v					
1703337	Prevotella colorans							v	
15494			v						
20411	Astragalus corrugatus		v						
459349	Candidatus Cloacimonas acidaminovorans str. Evry			v	v	v			v
1128330	Sinorhizobium fredii CCBAU 25509				v				v
17462			v						
1503295	BtPa-BetaCoV/GD2013			v					
508661	Rhizobium herbae							v	
1123230	Salinicoccus albus DSM 19776					v			
180	Leptospirillum ferrooxidans		v		v			v	
480520	Myroides profundi			v	v		v	v	v
1340745	Vibrio phage VFJ	v		v	v	v	v	v	v
348841	unclassified Clostridia							v	
86304	Saccharophagus degradans							v	
1321938	Helicobacter pylori UM299			v	v	v			v
1708162	Brevundimonas sp. BAL450							v	
88382	Promicromonospora sukumoe							v	
393124	Listeria monocytogenes FSL N3-165					v			
7914	Semionotiformes		v						
445683	Synechococcus phage S-ShM2	v		v	v	v	v	v	v
1004878	Rotavirus A human/Vanderbilt/VU08-09-22/2008/G3P[8]			v					
4323	Icacina mannii		v						
11496			v						
1930920	Adelphocoris suturalis virus			v	v		v	v	v
2831894	Serratia sp. JSRIV002							v	
908340	Clostridium sp. HGF2					v		v	
1392854	Escherichia coli M8				v				v
1239790	Streptococcus pneumoniae 845					v			
18406			v						
1985170	Hydrogenophaga sp. IBVHS2							v	
59241	Streptococcus phage Dp-1	v		v	v	v	v	v	v
4661	Phenakospermum		v						
1184497	Norovirus Hu/GII.4/CHDC5191/1974/USA			v					
2292243	Peptoclostridium sp. AF21-18							v	
1653	Corynebacteriaceae		v						
260213	Wolbachia endosymbiont of Leptopilina clavipes							v	
1873716	Hyphomonas sp. CACIAM 19H1				v			v	
1498706	Norovirus Hu/GII.4/Aomori6/2011/JP			v					
1500820	Propionibacterium phage PHL132N00			v	v		v	v	v
1188812	Peristrophe mosaic virus	v		v	v	v	v	v	v
2594179	Arthrobacter bussei							v	
795955	Nesterenkonia sp. F					v		v	
2715754	Chryseobacterium sp. LAM-KRS1							v	
24788			v						
2819175	Streptomyces sp. ISL-111							v	
938663	alpha proteobacterium SCGC AAA280-B11					v			
10553	Fowl aviadenovirus 1		v						
869889	Halosimplex rubrum				v				
73494	Apple dimple fruit viroid				v	v			v
196198	unclassified Stenotrophomonas							v	
64311	Kedougou virus	v		v	v	v	v	v	v
2044574	Corynebacterium sp. LK33							v	
2837504	Heyndrickxia							v	
2663020	Sulfolobus sp. E11-6				v				v
1926477	Psychrobacter sp. C 20.9							v	
17474			v						
2041493	Ralstonia phage DU_RP_I				v				
1463881	Streptomyces sp. NRRL S-118							v	
292626	Luffa puckering and leaf distortion-associated DNA beta			v					
1821727	Mycobacterium phage Shipwreck			v	v		v	v	v
536082	Sida common mosaic virus				v		v		v
1154954	Streptococcus agalactiae GB00932					v			
1340824	Mycobacterium phage Hamulus	v		v	v	v	v	v	v
1548907	Pseudomonas phage vB_PaeM_PAO1_Ab27			v	v		v	v	v
1923717	Wuhan insect virus 13			v	v		v	v	v
43662	Pseudoalteromonas piscicida			v	v		v	v	v
1392491	Ruminococcaceae bacterium AE2021							v	
6221	Cerebratulus lacteus		v						
2698672	Muricauda oceani				v			v	
2772253	Chryseoglobus sp. 28M-23				v				
1392837	Bacillus anthracis str. SVA11			v	v		v		v
242606	Luteibacter rhizovicinus							v	
2250319	Gordonia phage Apricot				v				
585054	Escherichia fergusonii ATCC 35469	v		v	v	v			v
1010665	Phlebovirus JS6			v					
13033			v						
18724			v						
2714934	Leucobacter insecticola				v				
1725362	Granulicatella sp. 572.rep2_STHE							v	
2004400	Enterobacter sp. TUM13743							v	
2759389	Gordonia phage Archimedes				v				
379900	Niabella aurantiaca							v	
315405	Streptococcus gallolyticus			v	v			v	v
2686361	Polaribacter sp. L3A8				v				v
2692781	Chroococcidiopsis sp. FACHB-1243							v	
24723			v						
216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344			v	v				v
42004	Leek yellow stripe virus	v		v	v	v	v	v	v
240553	SARS coronavirus TWY			v					
453842	Paracoccus aestuarii				v			v	
1923680	Wenzhou toti-like virus 1			v	v		v	v	v
9077	Alectoris		v						
5541	Thermomyces lanuginosus		v						
1923451	Shahe picorna-like virus 8			v	v		v	v	v
300714	Sapovirus NongKhai-50/Thailand			v					
44137	rhinovirus B72			v					
249086	SARS coronavirus LC4			v					
1778672	Novosphingobium flavum							v	
2802175	Bacillus sp. NTK071							v	
2709394	Corynebacterium lizhenjunii				v				
39887	Silene grandiflora		v						
1193729	Candidatus Endolissoclinum faulkneri L2	v		v	v	v			v
108003	Thioalkalivibrio denitrificans							v	
1187128	Acinetobacter phage AP22	v		v	v		v	v	v
1225780	Dickeya dianthicola IPO 980				v				
1701808	Acinetobacter phage vB_AbaP_PD-AB9			v	v		v	v	v
2023177	Leptospira hartskeerlii							v	
1074154	Streptococcus mutans TCI-202					v			
2169746	Mythimna unipuncta granulovirus B			v	v		v	v	v
2292958	Blautia sp. AF14-40							v	
28197	Aliarcobacter butzleri			v	v			v	v
159141	Sathuperi orthobunyavirus	v		v	v		v	v	v
1006584	Armero virus			v					
1105233	Streptococcus agalactiae BSU133					v			
2572088	Candidatus Saccharibacteria bacterium oral taxon 957								v
20532			v						
1899350	Hydrogenophaga sp. PML113							v	
269284	Tobacco leaf curl Yunnan virus - [Y161]			v					
162289	Peptoniphilus							v	
1708483	Macrophomina phaseolina chrysovirus 1				v				v
241368	Desulfovibrio ferrophilus				v				v
32019	Campylobacter fetus subsp. fetus				v				v
16627			v						
4272	Platytheca		v						
2211160	Stenotrophomonas sp. pho							v	
54062	Pediococcus parvulus				v			v	
2720224	Aliivibrio sp. S10_S31							v	
60961	Shewanella woodyi							v	
172713	Paenibacillus kribbensis			v	v			v	v
64307	Gadgets Gully virus			v	v		v	v	v
2340870	Potato virus B				v				v
1921421	Geobacillus genomosp. 3	v		v	v	v		v	v
2866998	Streptococcus sp. IMAU 99199							v	
2692624	Pseudoalteromonas sp. M8							v	
1033	Afipia							v	
1530454	Feline cyclovirus	v		v	v		v	v	v
1484116	Hymenobacter sp. PAMC 26554			v	v			v	v
315358	Spiroplasma eriocheiris			v	v		v	v	v
1922927	Hubei mosquito virus 3			v	v		v	v	v
1391911	Micrococcus aloeverae							v	
14279			v						
1539	Clostridium malenominatum		v						
29556	Mycoplasmopsis gallinacea				v				v
18650			v						
1206458	Novosphingobium sp. MBES04							v	
367299	Phycicoccus jejuensis							v	
1415763	Streptococcus pneumoniae 1719					v			
25454			v						
1355015	Streptomyces pluripotens			v	v		v	v	v
6054	Spongilla		v						
1588761	Gemycircularvirus BZ1			v					
8102	Cyclopterus		v						
1922945	Hubei narna-like virus 15			v	v		v	v	v
1586287	Lentzea guizhouensis			v	v		v	v	v
1718600	Mycobacterium phage Mufasa			v	v		v	v	v
26336	Vallisneria		v						
1923409	Shahe arthropod virus 1			v	v		v	v	v
3527	Phytolacca americana		v						
6821	Amphipoda		v						
2027923	Pantoea sp. ARC270							v	
157271	Spiraea yellow leafspot virus				v				
14291			v						
223289	Mungbean yellow mosaic India virus-[Cowpea]			v					
546270	Gemella haemolysans ATCC 10379					v			
6440	Sipunculidae		v						
223301	Pepper golden mosaic virus	v		v	v	v	v	v	v
1437364	Thermosipho sp. 1070			v	v			v	v
171674	Inquilinus limosus							v	
7052	Aquatica lateralis		v						
3771	Roridula		v						
1011	Sporocytophaga		v						
1408257	Turkey aviadenovirus 4	v		v	v		v	v	v
1385941	Bifidobacterium breve NCFB 2258			v	v				v
870501	Malaciobacter molluscorum LMG 25693				v				v
1522431	Thermosulfurimonas							v	
1154856	Streptococcus agalactiae STIR-CD-28					v			
1121721	Jongsikchunia kroppenstedtii							v	
386656	Yersinia pestis Pestoides F	v		v	v		v		v
1074454	Mycobacterium avium subsp. paratuberculosis ATCC 19698					v			
1412875	Lactococcus phage phiL47	v		v	v		v	v	v
16446			v						
1498733	Norovirus Hu/GII.4/Fukui1/2009/JP			v					
1195068	Staphylococcus phage StauST398-1			v	v	v	v	v	v
2218			v						
1614	Fructilactobacillus fructivorans		v		v	v		v	v
1442	Bacillus thuringiensis serovar tolworthi		v	v	v		v		v
1608076	Shuangao Insect Virus 2				v				v
1904441	Rhodobacteraceae bacterium							v	
13135			v						
1433986	Actibacterium							v	
455649	Spiroplasma virus SkV1CR23x	v		v	v		v	v	v
721785	Acidovorax ebreus							v	
11307	Sonchus yellow net nucleorhabdovirus	v	v	v	v		v	v	v
205908	Cypovirus 14	v		v	v	v	v	v	v
2627626	unclassified Thermococcus							v	
6555			v						
18328			v						
234835	Brevibacterium antiquum							v	
506517	uncultured bacterium BLR17							v	
1388750	Campylobacter lari CCUG 22395			v	v				v
12055	Tobacco necrosis virus A	v	v	v	v	v	v	v	v
294702	Proteiniphilum							v	
22751			v						
1158176	Thioalkalivibrio sp. ALE22							v	
33709	Acetobacter phage Acm1		v						
2610885	unclassified Francisella							v	
272240	Gulosibacter faecalis							v	
1798803	Alkalibacterium sp. 20							v	
1502290	Marine Group I thaumarchaeote SCGC AAA799-D07							v	
1983777	Avian paramyxovirus 15			v	v		v	v	v
2292887	Firmicutes bacterium AF22-6AC							v	
178774	Gottfriedia luciferensis							v	
2797506	Enterobacter dykesii							v	
1883206	Escherichia phage Sloth			v					
2488859	Salmonella phage Lumpael				v				
31713	Lettuce infectious yellows virus	v		v	v	v	v	v	v
69960	Rhodospira trueperi							v	
1031710	Afipia carboxidovorans OM4	v		v	v	v			v
285531	Streptomyces rubradiris							v	
2508184	Nitrosopumilus spindle-shaped virus				v				
2814653	Caballeronia sp. M1242				v				
1690815	Pseudonocardia sp. HH130630-07			v	v			v	v
1210518	Francisella tularensis subsp. tularensis 70102010					v			
371142	Sphingobacterium daejeonense				v				v
323	Pseudomonas syringae pv. tomato				v				v
9443	Primates		v						
1208323	Celeribacter baekdonensis B30					v			
1402768	Staphylococcus aureus M1280						v		
1735675	Rhizobium sp. Leaf202							v	
1552123	Listeria booriae							v	
576611	Polynucleobacter asymbioticus			v	v			v	v
28444	Herbidospora cretacea							v	
1000689	Tomato leaf curl Bangladesh betasatellite [India/Patna/Chilli/2008]			v					
46182	Nonomuraea spiralis							v	
289342	Influenza B virus (B/Nanchang/2/97)						v		
6408	Haementeria		v						
698967	Corynebacterium diphtheriae HC01	v		v	v	v			v
2594478	Maribacter luteus							v	
590652	Mycobacterium paraseoulense				v			v	v
3384			v						
2292910	Alistipes sp. AF14-19							v	
758820	Aquiflexum balticum DSM 16537				v				
1151001	Salmonella enterica subsp. enterica serovar Napoli				v				v
365617	Paenibacillus sabinae							v	
2038108	Ochrobactrum sp. 721/2009							v	
2547394	Flavobacterium nackdongense				v				v
2496776	Mesorhizobium sp. M7A.F.Ca.MR.176.00.0.0							v	
911117	Methanobrevibacter smithii TS145B					v			
33910	Amycolatopsis mediterranei				v			v	
698728	Escherichia phage IME08	v		v			v	v	v
1570339	Peptoniphilaceae							v	
1403839	Staphylococcus aureus M1343						v		
12111	Foot-and-mouth disease virus - type A			v					
14657			v						
441771	Clostridium botulinum A str. Hall	v		v	v		v		v
338326	human papillomavirus 106			v					
2094568	Herpetosiphon llansteffanensis							v	
707459	Norovirus Hu/GII-4/Iwate5/2008/JP			v					
1332074	Pantoea ananatis BRT175					v			
21946			v						
2497628	Natronohydrobacter sp.							v	
1898204	Clostridiaceae bacterium							v	
71518	Methanocorpusculum bavaricum							v	
1151351	Clostridioides difficile DA00238					v			
152217	Gremmeniella abietina RNA virus L1	v		v	v		v	v	v
941639	Weizmannia coagulans 2-6	v		v	v	v			v
2834819	Klebsiella sp. A52							v	
754260	Actinobacillus pleuropneumoniae serovar 11 str. 56153					v			
664642	Winogradskyella pacifica							v	
2502191	Pseudomonas sp. 2FG							v	
1923505	Wenling narna-like virus 5			v	v		v	v	v
2496677	Mesorhizobium sp. M7A.F.Ca.CA.004.04.2.1							v	
1799529	Leptospira sp. ZV016							v	
1329824	Enterobacter sp. MGH 15							v	
42237	Streptomyces eurythermus							v	
1500077	Streptomyces lacrimifluminis							v	
1233873	Geobacillus sp. GHH01	v		v	v	v		v	v
44470	Natronococcus amylolyticus							v	
452660	Squash leaf curl China virus - [Thailand]			v					
2497683	Desulfovibrio sp. DS-1							v	
1671795	Rhizobium ecuadorense							v	
2782169	Microbacterium sp. NY27				v				
1736381	Aureimonas sp. Leaf454							v	
673832	Enterococcus phage phiFL1A	v		v	v	v	v	v	v
1358411	Pantoea dispersa EGD-AAK13					v			
545864	Pseudorhodoferax soli							v	
2494698	Pseudomonas sp. PB103							v	
2170117	Porcine associated porprismacovirus 10			v	v		v	v	v
1736378	Aurantimonas sp. Leaf443							v	
113395	Bradyrhizobium sp. Tv2a-2							v	
21434			v						
1923078	Hubei permutotetra-like virus 4			v	v		v	v	v
1494960	Listeria aquatica							v	
1336745	Agrobacterium radiobacter DSM 30147					v			
408672	Nocardioidaceae bacterium Broad-1					v			
1867719	Phyllobacterium zundukense				v				v
413888	Caldicellulosiruptor hydrothermalis							v	
658657	Erysipelotrichaceae bacterium 21_3					v		v	
1930275	Planctomycetes bacterium K23_9								v
2812654	Streptomyces sp. GESEQ-13							v	
2683249	Flavobacterium hydrocarbonoxydans							v	
1864509	Rhizobium altiplani							v	
1923668	Wenzhou tombus-like virus 15			v	v		v	v	v
13733	Trichiurus lepturus		v						
439529	Cereibacter ovatus							v	
2722702	Salinimicrobium oceani							v	
14804			v						
1705110	Bacillus sp. FJAT-18019							v	
2302958	Ruminococcus sp. OM02-16LB							v	
263510	Crocosphaera							v	
2020881	Emilia sonchifolia yellow vein Thailand virus			v	v		v	v	v
1498213	Streptococcus phage SOCP			v					
2587146	Caulobacter sp. H1							v	
1291815	Norovirus Hu/GII/10420/2010/VNM			v					
42197	Actinosynnema pretiosum			v	v			v	v
2570229	Phreatobacter sp. NMCR1094				v				
1163752	Candidatus Portiera aleyrodidarum MED (Bemisia tabaci)			v	v				v
185935	Rhinovirus A81			v					
19832			v						
2864210	Shewanella sp. FJAT-51649							v	
518629	Human papillomavirus 110			v					
1488328	Pseudomonas sp. Ant30-3							v	
1064551	Salmonella enterica subsp. enterica serovar Thompson str. RM6836	v		v	v				v
908121	Okra leaf curl betasatellite [India:Munthal:EL38:2006]			v					
2886823	Desulfosediminicola							v	
1120934	Actinokineospora enzanensis DSM 44649					v			
37138	Galleria mellonella densovirus	v		v	v		v	v	v
766	Rickettsiales		v					v	
2712970	Phage NBEco001				v				
1715007	Rothia sp. HMSC071B01							v	
291175	Sapovirus Hu/Dresden/pJG-Sap01/DE	v		v	v		v	v	v
92713	Parachlamydiaceae							v	
10178	Heliophobius		v						
1566234	Pseudomonas sp. NFIX46							v	
16560			v						
2022475	Grapevine virus G				v				v
270374	Marinobacter sp. ELB17					v		v	
19535			v						
1412572	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111561				v				
488477	Escherichia coli F18+				v				
57029	Psychroflexus torquis							v	
14587			v						
2056882	Cacao swollen shoot Ghana L virus				v				v
11471			v						
4484			v						
2892343	Lactobacillus phage LL-Ku	v		v			v	v	v
2292947	Bacteroides sp. AM27-13							v	
18962			v						
67263	Streptomyces griseus subsp. griseus				v				v
22336			v						
1144334	Pseudomonas sp. GM60					v		v	
320845	Staphylococcus virus 55	v		v	v		v	v	v
15427			v						
213115	Desulfovibrionales							v	
649187	Lammi virus	v		v	v		v	v	v
1434752	Arcticibacter eurypsychrophilus							v	
10710	Escherichia virus Lambda	v		v	v		v	v	v
1178594	Bacillus sp. C11							v	
889239	Campylobacter jejuni subsp. jejuni LMG 23216					v			
1641992	Mycolicibacterium lutetiense							v	
944559	Paenibacillus sp. HGF7					v		v	
1895628	Campylobacter sp. P160							v	
31633			v						
387	Rhizobium leguminosarum bv. viciae		v	v	v				v
1520006	Duck adenovirus 2	v		v	v		v	v	v
2023155	Metallosphaera turreted icosahedral virus			v	v		v	v	v
2135458	Pseudomonas sp. 424							v	
1913	Amycolatopsis lactamdurans		v						
1715040	Neisseria sp. HMSC078H04							v	
685892	Pseudomonas phage PaP1	v		v	v	v	v	v	v
907488	Aggregatibacter actinomycetemcomitans serotype e str. SC1083					v			
1324796	Lysobacter lycopersici				v				
19382			v						
1961088	Prochlorococcus sp. HOT208_60m_813B04							v	
359337	Marinimicrobium							v	
2029672	Lactococcus phage 79201				v				
2836825	Ralstonia sp. B265							v	
2487355	Pseudomonas carnis							v	
257			v						
1421067	Tunisvirus fontaine2				v		v		v
707411	Norovirus Hu/GII-4/Chiba1/2007/JP			v					
1007103	Paenibacillus elgii B69					v			
85	Hyphomonas		v					v	
21557			v						
1261202	Norovirus Hu/Norwalk/10079/2009/VNM			v					
697192	Citrus viroid VI				v	v			v
39478	Streptomyces laurentii				v			v	
14823			v						
9469	Nycticebus		v						
1273686	Mycobacterium sp. VKM Ac-1816D							v	
1502943	Veillonella seminalis							v	
18758			v						
